loan_id,book_id,user_id,loan_date,return_date
1337,723,842,2017-12-22 13:31:16.094390,2018-01-03 14:57:37.780609
1338,940,474,2018-08-07 23:37:29.736317,2018-08-10 17:26:45.580824
1339,381,812,2021-02-20 00:05:04.029509,2021-02-26 01:53:04.683225
1340,138,977,2019-08-09 17:43:13.348257,2019-08-11 00:05:20.612106
1341,24,117,2016-12-27 11:50:05.770190,2016-12-30 00:07:47.227760
1342,230,72,2020-02-26 18:09:57.322680,2020-03-07 18:22:41.917024
1343,228,838,2015-08-01 23:31:21.370175,2015-08-10 08:30:49.540867
1344,239,48,2018-08-07 15:17:43.767145,2018-08-17 16:23:55.333136
1345,276,298,2019-09-07 21:29:25.312125,2019-09-08 23:24:08.971169
1346,672,884,2019-02-06 02:05:04.459959,2019-02-07 14:32:16.965058
1347,89,791,2016-12-22 20:34:19.441190,2016-12-25 23:02:26.277516
1348,399,538,2017-10-31 03:29:08.962954,2017-11-02 09:39:44.616141
1349,412,367,2021-04-19 04:52:18.102364,2021-05-03 01:07:13.194034
1350,935,964,2023-03-04 09:14:15.303348,2023-03-13 04:52:37.561298
1351,410,28,2018-06-17 00:58:40.599975,2018-06-30 18:10:21.014418
1352,890,741,2020-09-11 03:37:45.313424,2020-09-24 23:54:22.788172
1353,787,115,2016-06-04 01:04:57.180775,2016-06-07 02:17:09.818693
1354,131,937,2019-04-18 01:47:29.001510,2019-04-24 04:04:07.745975
1355,915,372,2015-09-05 03:18:46.513473,2015-09-10 04:04:37.350479
1356,282,334,2019-10-15 11:50:06.793292,2019-10-21 00:09:20.070629
1357,29,356,2021-01-10 08:11:25.776797,2021-01-15 13:14:21.875265
1358,805,163,2015-09-03 18:49:00.671538,2015-09-15 15:48:41.904349
1359,533,741,2018-03-22 17:29:05.537868,2018-04-03 23:57:06.095038
1360,210,160,2021-07-10 10:00:49.457666,2021-07-16 19:50:52.379872
1361,409,18,2018-02-23 10:33:43.560134,2018-03-07 20:14:23.866872
1362,620,351,2018-03-27 04:22:18.813178,2018-04-05 05:29:22.748409
1363,736,146,2015-01-19 04:33:42.613149,2015-02-02 02:50:14.577875
1364,485,902,2019-10-27 09:18:18.450768,2019-11-05 01:38:13.865742
1365,857,99,2021-03-22 01:07:30.501175,2021-04-05 13:19:03.019546
1366,897,918,2020-05-09 07:25:20.684483,2020-05-23 10:29:27.077228
1367,516,571,2022-07-13 03:07:49.123764,2022-07-22 16:55:05.686043
1368,104,496,2023-08-03 23:26:58.888280,2023-08-12 04:52:08.507793
1369,763,320,2017-10-25 21:21:01.030855,2017-11-03 15:32:04.495044
1370,126,860,2016-03-29 21:06:37.751145,2016-03-30 10:47:01.275313
1371,37,515,2020-08-17 10:57:37.154034,2020-08-26 08:32:24.744177
1372,172,282,2017-05-09 19:57:30.984303,2017-05-11 16:20:20.779808
1373,571,207,2020-02-15 13:50:04.859972,2020-02-24 01:37:18.759484
1374,762,496,2019-10-27 05:54:46.001117,2019-11-02 18:31:10.180747
1375,736,119,2020-06-08 23:10:45.780923,2020-06-13 22:55:55.935532
1376,332,879,2016-04-09 23:35:00.310597,2016-04-19 07:34:12.573702
1377,534,658,2021-08-24 13:29:03.787287,2021-08-30 21:01:33.520793
1378,530,123,2021-05-28 08:04:02.907342,2021-06-11 21:08:19.408552
1379,108,660,2016-08-28 02:50:13.953443,2016-09-02 18:32:34.147282
1380,330,163,2020-06-27 08:07:10.948373,2020-06-29 01:42:11.584615
1381,504,600,2016-07-26 13:30:56.047872,2016-08-02 06:35:09.817294
1382,941,65,2020-06-06 00:34:35.870853,2020-06-13 17:57:02.054625
1383,788,626,2018-11-17 13:08:37.440114,2018-11-29 12:50:54.500359
1384,849,645,2019-01-15 23:55:41.491412,2019-01-18 23:29:14.948574
1385,477,964,2016-07-25 15:48:33.497245,2016-08-02 16:21:02.396229
1386,606,892,2022-10-15 19:01:56.321606,2022-10-18 13:46:32.222707
1387,912,966,2022-08-20 18:16:12.998692,2022-08-30 21:39:53.311586
1388,334,410,2015-03-26 06:00:05.635284,2015-04-03 09:46:26.043223
1389,451,468,2021-10-08 18:41:28.500816,2021-10-15 20:33:42.928811
1390,989,444,2021-09-19 13:12:56.045850,2021-09-27 09:42:10.535402
1391,66,212,2017-01-25 22:30:46.096176,2017-01-31 07:24:29.689534
1392,843,243,2023-10-20 07:16:45.323496,2023-10-21 18:10:29.737549
1393,559,813,2016-01-08 09:30:08.133956,2016-01-16 08:25:26.008057
1394,419,376,2020-06-18 14:27:11.951493,2020-06-22 08:34:26.071379
1395,225,685,2020-09-13 14:02:01.619600,2020-09-27 04:21:35.094075
1396,791,330,2021-01-25 14:05:37.132844,2021-02-05 09:53:16.345078
1397,41,135,2016-03-06 22:00:35.994402,2016-03-11 01:23:06.719328
1398,689,990,2022-08-28 20:21:04.989021,2022-08-29 22:09:04.528329
1399,831,290,2022-02-11 08:54:58.058307,2022-02-15 18:28:41.145059
1400,710,477,2022-01-26 21:38:08.072218,2022-02-03 22:29:26.443963
1401,193,880,2017-05-20 23:15:28.229589,2017-05-27 00:53:46.527243
1402,964,442,2023-02-16 21:03:28.795573,2023-02-18 09:13:12.920941
1403,847,237,2019-11-06 18:22:44.357003,2019-11-13 18:31:58.481634
1404,746,508,2017-04-01 13:15:37.910166,2017-04-14 19:22:07.117722
1405,529,564,2021-05-05 07:50:54.765526,2021-05-15 21:13:49.243874
1406,919,659,2023-02-10 13:05:40.491688,2023-02-15 17:24:46.965593
1407,700,921,2022-09-14 10:01:18.558572,2022-09-22 02:40:04.005344
1408,432,900,2015-09-26 11:18:14.158993,2015-10-08 20:00:17.564472
1409,85,191,2018-01-26 01:02:02.090011,2018-02-07 17:23:53.979132
1410,616,255,2021-04-28 06:51:41.624960,2021-05-12 15:40:49.235716
1411,67,71,2021-03-09 03:55:53.106211,2021-03-19 08:00:55.024900
1412,619,710,2017-02-17 09:39:19.812673,2017-02-23 13:23:46.509221
1413,129,138,2015-07-25 03:28:50.441767,2015-07-28 07:30:25.053961
1414,874,241,2018-11-18 02:19:58.937200,2018-11-28 01:18:05.250037
1415,816,820,2021-09-13 15:31:03.122392,2021-09-27 10:04:34.116599
1416,730,774,2021-05-28 11:13:17.419049,2021-06-06 02:34:08.574124
1417,347,11,2023-01-12 15:42:56.020929,2023-01-16 10:35:12.374635
1418,754,474,2021-10-31 22:34:33.687623,2021-11-08 15:49:20.057435
1419,256,87,2018-11-03 04:57:10.425142,2018-11-12 17:11:35.958364
1420,735,965,2023-03-09 17:45:43.308901,2023-03-10 23:24:42.850998
1421,74,47,2021-06-14 00:31:28.413831,2021-06-24 09:33:48.610634
1422,185,998,2017-04-17 20:44:32.688390,2017-04-18 16:17:37.721388
1423,702,275,2015-11-22 23:35:37.119481,2015-12-03 16:36:14.434672
1424,890,882,2021-01-02 13:25:47.350416,2021-01-11 18:31:38.471471
1425,385,449,2018-06-10 22:18:28.074569,2018-06-22 15:58:21.888768
1426,197,16,2016-07-15 10:40:37.445363,2016-07-25 13:04:32.173613
1427,209,526,2022-12-16 08:00:45.310822,2022-12-24 19:14:31.080543
1428,917,528,2018-10-21 06:36:07.979017,2018-10-28 07:53:00.584189
1429,495,679,2017-10-18 12:24:21.786818,2017-10-31 06:15:09.669003
1430,468,205,2016-09-15 18:03:19.540568,2016-09-22 12:27:08.361791
1431,929,865,2020-11-23 04:12:33.674184,2020-11-24 17:56:38.255543
1432,677,331,2016-12-21 12:35:57.164635,2016-12-22 10:37:36.687155
1433,732,340,2018-08-21 08:26:53.813546,2018-08-28 03:48:58.643519
1434,139,313,2015-04-16 04:31:53.543501,2015-04-22 14:10:27.954169
1435,180,498,2018-01-21 06:00:39.886759,2018-02-01 08:24:40.714694
1436,47,963,2015-05-27 06:32:44.386826,2015-06-09 14:16:20.148556
1437,911,737,2023-11-29 08:54:48.223615,2023-12-08 12:49:15.428560
1438,343,721,2019-10-08 20:59:26.123579,2019-10-17 19:04:31.719342
1439,216,156,2018-12-17 15:00:46.213456,2018-12-21 01:16:23.992033
1440,216,723,2019-07-15 16:12:46.695917,2019-07-27 05:57:08.676101
1441,44,230,2016-03-26 21:37:10.709816,2016-04-04 21:46:51.669352
1442,812,202,2017-02-25 03:51:50.842654,2017-03-05 11:05:58.476611
1443,144,293,2018-10-14 16:07:34.491892,2018-10-22 10:47:29.388169
1444,855,851,2018-03-28 19:53:31.754977,2018-04-07 15:33:58.240675
1445,486,433,2016-11-07 10:16:12.167539,2016-11-21 07:21:16.863064
1446,25,632,2015-06-21 06:30:03.794087,2015-07-04 01:36:03.909312
1447,287,598,2018-01-21 06:05:04.011827,2018-02-01 19:27:33.378836
1448,399,272,2016-04-19 01:50:13.811093,2016-04-25 19:05:56.073952
1449,935,189,2018-05-21 18:01:53.940810,2018-06-02 04:47:33.554522
1450,554,541,2016-06-05 09:05:46.140178,2016-06-14 09:15:14.745510
1451,461,740,2020-07-22 04:39:30.243907,2020-07-26 20:14:22.490309
1452,382,948,2015-11-25 20:50:19.536004,2015-11-28 09:31:31.911716
1453,144,625,2022-08-18 20:46:53.763798,2022-08-27 18:55:30.580792
1454,755,217,2016-02-13 21:07:45.482695,2016-02-23 13:36:56.100034
1455,672,170,2019-04-25 15:01:53.413637,2019-05-05 17:31:27.569385
1456,706,231,2017-03-31 01:47:37.234787,2017-04-05 19:39:33.106001
1457,867,825,2023-07-26 20:36:27.119209,2023-08-08 07:22:03.277271
1458,893,235,2019-03-09 18:00:00.065440,2019-03-19 18:46:08.477717
1459,551,342,2018-06-07 13:08:40.876729,2018-06-17 17:51:56.220704
1460,371,327,2020-07-24 19:40:14.915314,2020-07-28 20:34:57.402528
1461,547,440,2017-03-28 23:01:49.264933,2017-04-10 03:14:19.442230
1462,238,114,2019-06-01 03:50:00.666087,2019-06-02 14:55:06.811005
1463,582,204,2023-10-26 09:38:05.882942,2023-11-04 21:14:48.666139
1464,119,59,2020-05-20 13:27:59.601418,2020-05-21 16:31:58.610526
1465,887,219,2017-03-24 18:09:41.764708,2017-03-27 19:33:53.324466
1466,355,541,2022-12-05 23:18:17.691445,2022-12-13 02:16:40.954163
1467,983,841,2016-07-09 11:11:07.014106,2016-07-19 11:24:10.929226
1468,943,438,2018-11-29 02:48:18.832884,2018-12-10 07:14:41.888689
1469,357,134,2020-07-17 11:04:16.696574,2020-07-31 01:55:19.825608
1470,987,499,2020-07-07 01:44:50.304760,2020-07-16 11:47:46.344006
1471,626,625,2022-07-03 12:37:24.806506,2022-07-13 05:42:49.031910
1472,489,99,2019-12-20 22:32:37.771140,2019-12-22 04:52:20.790947
1473,774,744,2016-07-16 23:30:50.209907,2016-07-23 02:41:14.936264
1474,278,850,2018-07-21 13:36:34.630594,2018-07-29 02:33:48.790566
1475,605,154,2022-12-29 16:26:16.045039,2022-12-30 06:55:43.191564
1476,953,580,2023-05-07 12:55:23.049781,2023-05-10 09:38:38.173814
1477,880,725,2015-11-23 05:31:28.188264,2015-12-07 17:39:34.084884
1478,642,999,2019-09-06 14:35:38.846993,2019-09-07 18:47:31.606642
1479,86,521,2021-10-20 23:33:07.795437,2021-11-01 12:12:01.485125
1480,766,707,2023-11-02 19:09:17.361767,2023-11-13 15:43:35.573064
1481,247,797,2016-06-16 19:19:11.458396,2016-06-21 11:27:12.549167
1482,114,92,2015-12-26 08:32:16.299711,2015-12-29 16:51:12.389516
1483,602,873,2018-03-20 22:03:43.693366,2018-03-25 18:04:30.901020
1484,700,584,2021-06-16 12:36:44.411555,2021-06-18 09:15:31.332558
1485,22,955,2018-02-18 11:20:12.708360,2018-03-02 23:16:08.428586
1486,528,782,2022-11-17 04:01:24.997436,2022-11-20 03:07:30.873954
1487,741,781,2022-09-14 20:24:36.253475,2022-09-28 14:09:30.963675
1488,752,420,2022-11-07 17:18:48.383325,2022-11-09 22:03:37.527117
1489,587,855,2018-04-19 02:58:58.696164,2018-04-22 22:12:57.298384
1490,281,869,2018-09-12 23:30:12.169790,2018-09-13 07:14:12.829611
1491,404,963,2018-02-21 19:23:59.034563,2018-02-23 09:16:29.379115
1492,604,338,2016-12-06 04:16:57.661925,2016-12-08 22:43:33.193194
1493,778,455,2019-01-21 17:21:22.602949,2019-01-26 08:53:41.217284
1494,45,661,2022-08-09 05:57:34.563235,2022-08-16 10:30:29.259521
1495,101,217,2020-01-23 19:24:00.079779,2020-02-06 11:42:27.397398
1496,622,806,2018-04-10 23:31:10.131176,2018-04-19 09:08:13.343541
1497,364,299,2021-07-24 02:07:51.979651,2021-08-01 00:47:41.150231
1498,707,427,2017-04-21 03:12:22.018235,2017-04-27 19:01:31.530623
1499,575,821,2015-11-29 12:00:22.443872,2015-12-05 08:07:44.489937
1500,565,945,2017-03-05 22:48:06.219483,2017-03-10 16:35:49.861431
1501,155,767,2018-10-21 11:18:48.354649,2018-10-27 17:29:54.572243
1502,7,42,2017-09-12 20:54:31.699324,2017-09-20 11:38:42.721525
1503,629,674,2022-11-27 18:27:15.318283,2022-12-05 22:57:50.420664
1504,9,141,2016-08-21 09:34:37.511980,2016-08-26 08:15:52.330116
1505,887,342,2019-06-14 10:05:37.252907,2019-06-25 13:10:28.071816
1506,747,20,2020-03-14 00:59:45.175318,2020-03-21 17:16:01.036486
1507,35,952,2016-05-23 12:02:05.750884,2016-06-05 20:46:17.616786
1508,934,104,2023-12-05 07:12:14.466589,2023-12-06 11:59:51.283297
1509,813,8,2022-10-27 15:46:54.376887,2022-10-29 04:56:40.440726
1510,574,195,2021-12-24 23:41:49.454006,2021-12-26 03:45:31.380464
1511,511,61,2023-02-01 11:35:08.883006,2023-02-14 11:40:00.801271
1512,680,715,2019-06-11 11:09:20.660723,2019-06-18 03:02:09.942287
1513,404,334,2016-09-29 03:04:56.355958,2016-10-05 08:54:19.123013
1514,624,495,2017-03-05 14:46:26.854130,2017-03-10 22:47:38.913791
1515,15,683,2016-02-17 14:15:39.293850,2016-02-25 19:56:58.132746
1516,554,295,2022-04-03 09:17:16.131422,2022-04-10 08:01:00.470436
1517,559,731,2021-09-19 02:11:01.451231,2021-09-22 17:21:40.755959
1518,216,467,2022-01-30 23:25:09.968895,2022-02-03 18:20:36.090676
1519,162,407,2020-07-18 12:05:17.419662,2020-07-28 12:47:54.598029
1520,833,786,2020-03-07 09:47:55.023632,2020-03-18 16:19:13.365835
1521,177,174,2015-06-11 15:35:37.833753,2015-06-15 13:42:18.903801
1522,266,105,2021-05-31 21:52:26.686525,2021-06-08 00:37:38.155445
1523,760,377,2018-11-03 23:26:52.646080,2018-11-05 14:18:57.083193
1524,513,253,2018-01-05 15:28:03.239568,2018-01-11 22:42:07.963751
1525,658,334,2015-06-28 16:32:13.467239,2015-06-30 00:46:36.349426
1526,368,415,2019-12-18 08:14:00.374259,2019-12-24 22:34:56.330994
1527,722,313,2021-02-18 17:57:21.617943,2021-02-23 11:20:05.262329
1528,393,964,2016-08-23 14:46:23.286789,2016-09-03 05:46:20.103700
1529,25,29,2015-08-21 15:19:12.390081,2015-08-28 09:06:05.452983
1530,715,776,2019-01-21 02:56:36.599694,2019-02-04 04:22:38.525522
1531,744,681,2018-01-13 22:58:34.567989,2018-01-25 07:13:30.378183
1532,806,575,2017-09-05 12:09:09.608490,2017-09-17 16:43:50.188571
1533,752,240,2023-11-14 12:10:13.239571,2023-11-24 04:39:43.143416
1534,273,604,2018-08-05 03:02:11.798608,2018-08-19 16:22:30.250131
1535,798,645,2019-04-21 05:47:18.845627,2019-05-01 13:03:35.035553
1536,106,670,2019-04-28 06:05:09.225070,2019-05-04 14:44:09.521766
1537,313,889,2020-06-18 22:13:08.440875,2020-06-22 03:13:03.817281
1538,703,733,2019-01-23 12:41:49.820035,2019-01-27 20:11:46.185037
1539,429,871,2019-09-10 04:35:25.602345,2019-09-20 17:29:13.157595
1540,536,812,2022-12-04 19:02:49.682642,2022-12-17 01:25:23.633237
1541,261,606,2015-11-21 20:03:06.978594,2015-11-26 07:56:03.317022
1542,734,816,2021-07-30 07:10:03.851171,2021-08-06 00:48:13.027002
1543,808,936,2020-03-17 12:39:21.182266,2020-03-18 08:36:53.262644
1544,375,413,2018-01-08 09:19:37.453196,2018-01-18 21:11:24.029905
1545,487,937,2023-02-25 05:43:15.842669,2023-03-03 01:59:03.517198
1546,365,833,2022-02-28 14:14:41.672654,2022-03-09 00:14:08.196241
1547,712,250,2023-08-24 04:39:34.530724,2023-08-29 01:57:51.320724
1548,369,958,2020-12-06 20:45:41.769455,2020-12-10 03:58:02.486090
1549,169,565,2018-02-28 01:35:18.567155,2018-03-10 03:55:07.588481
1550,336,734,2015-03-01 05:34:44.785329,2015-03-08 23:54:13.401315
1551,512,412,2018-11-04 03:49:19.218740,2018-11-05 05:55:40.334906
1552,305,149,2023-04-30 01:30:04.509771,2023-05-13 19:46:12.352721
1553,693,78,2017-04-07 18:00:33.258183,2017-04-21 15:59:39.674668
1554,908,827,2022-12-04 02:07:30.693119,2022-12-16 17:35:06.986764
1555,734,401,2022-08-11 19:55:34.015486,2022-08-13 20:14:31.116917
1556,597,346,2017-01-31 21:28:11.574133,2017-02-11 10:53:21.844483
1557,693,506,2018-11-04 19:32:04.421187,2018-11-15 10:58:45.275478
1558,308,745,2017-05-01 15:24:38.069740,2017-05-10 20:31:26.230603
1559,326,11,2021-01-29 21:37:37.254471,2021-02-02 12:11:27.995840
1560,161,658,2016-12-12 05:59:38.033602,2016-12-20 19:43:07.673845
1561,799,867,2023-12-04 04:13:06.074775,2023-12-05 10:14:52.315426
1562,140,630,2020-08-25 00:23:54.060338,2020-09-07 02:57:24.920710
1563,276,690,2020-06-14 12:52:09.489233,2020-06-22 12:43:50.845452
1564,114,410,2022-04-22 13:43:24.647288,2022-04-27 00:06:28.631738
1565,716,269,2020-12-03 04:44:56.579983,2020-12-17 05:17:58.083115
1566,91,464,2020-05-16 03:13:51.116681,2020-05-30 22:02:13.965474
1567,288,133,2019-12-13 21:49:00.471609,2019-12-25 18:22:06.385656
1568,464,123,2015-03-08 23:11:46.147914,2015-03-20 02:29:01.703334
1569,471,514,2017-01-19 13:03:19.995406,2017-01-21 00:21:19.208555
1570,119,666,2021-05-17 14:55:59.778865,2021-05-24 20:19:20.155411
1571,950,472,2019-04-12 15:42:31.951944,2019-04-25 05:00:45.339545
1572,245,742,2021-03-25 22:41:19.137922,2021-03-30 23:21:16.822352
1573,1000,571,2020-07-08 01:13:47.322280,2020-07-11 21:26:59.839866
1574,466,452,2020-01-18 09:57:57.862652,2020-01-30 04:26:50.339492
1575,1,231,2020-02-21 00:37:08.876877,2020-02-29 12:24:26.214485
1576,486,233,2021-10-12 21:57:34.309226,2021-10-22 10:13:48.933296
1577,308,563,2018-12-10 03:25:29.843213,2018-12-13 13:44:46.567880
1578,131,8,2019-08-21 11:47:57.633277,2019-09-03 08:04:59.791746
1579,842,155,2018-12-20 22:01:21.379087,2018-12-31 13:40:04.045905
1580,59,344,2020-04-17 13:55:40.829605,2020-04-29 06:38:53.809329
1581,844,729,2022-08-06 17:59:54.711104,2022-08-16 05:06:32.381142
1582,87,502,2022-03-25 16:54:37.271614,2022-03-31 15:51:20.574787
1583,872,801,2015-10-11 23:33:44.399476,2015-10-25 22:15:50.837180
1584,286,529,2016-07-25 05:57:36.116993,2016-08-01 13:16:05.845230
1585,763,855,2016-01-27 16:32:33.687857,2016-02-07 02:32:15.539745
1586,423,869,2021-07-01 08:11:33.676866,2021-07-13 16:52:03.011739
1587,715,495,2022-11-02 22:33:22.423886,2022-11-03 21:43:40.735865
1588,788,198,2021-01-01 20:29:21.782243,2021-01-05 08:43:06.104264
1589,722,869,2017-01-27 20:31:16.609009,2017-02-08 07:13:30.195551
1590,610,568,2020-05-16 10:40:57.125160,2020-05-24 02:49:55.912246
1591,334,729,2022-05-31 01:53:45.237132,2022-06-09 18:39:19.585105
1592,757,261,2021-08-29 16:37:47.884022,2021-09-01 21:10:16.643999
1593,780,185,2023-03-17 01:36:06.895284,2023-03-24 22:32:58.620185
1594,541,910,2015-07-30 12:27:12.196155,2015-08-13 12:13:42.257373
1595,521,891,2020-02-20 15:15:21.714454,2020-02-24 20:29:58.225550
1596,939,220,2019-08-24 07:27:30.039502,2019-08-28 09:02:12.752572
1597,759,801,2017-05-14 05:29:52.252027,2017-05-19 12:47:13.042632
1598,884,59,2022-07-22 06:22:36.357408,2022-08-05 05:59:19.725621
1599,549,720,2023-10-23 05:24:16.071944,2023-11-05 20:37:38.676617
1600,686,4,2017-10-25 07:55:55.092611,2017-11-01 12:03:02.951607
1601,151,576,2023-03-21 16:07:38.801448,2023-03-28 19:12:47.521819
1602,211,802,2018-03-23 18:20:35.121599,2018-03-25 14:12:50.251730
1603,941,701,2017-09-08 02:19:50.495295,2017-09-11 19:31:02.501165
1604,711,573,2023-03-15 16:38:29.848266,2023-03-29 06:19:05.197513
1605,192,320,2018-11-13 17:35:52.511325,2018-11-23 10:30:50.886695
1606,669,438,2022-12-01 11:48:49.216320,2022-12-14 10:48:20.429188
1607,419,510,2018-12-10 09:32:22.168344,2018-12-11 07:08:32.273933
1608,151,602,2018-08-05 12:31:43.471318,2018-08-09 03:13:44.290827
1609,572,793,2018-11-22 07:09:04.235490,2018-12-01 21:27:39.413051
1610,973,142,2022-09-20 00:18:59.511775,2022-10-01 14:27:54.990084
1611,808,624,2020-07-20 07:12:54.526892,2020-07-24 11:52:19.560148
1612,109,924,2020-05-04 17:03:06.409950,2020-05-10 05:38:50.328799
1613,148,334,2023-11-24 11:45:37.259088,2023-11-26 12:53:40.129072
1614,288,852,2018-10-22 08:48:29.316254,2018-10-28 10:21:25.213780
1615,906,730,2021-11-25 15:35:32.895329,2021-12-04 00:56:45.776048
1616,18,101,2015-06-25 14:21:21.127513,2015-06-29 04:08:49.600175
1617,388,964,2021-01-05 16:01:40.681726,2021-01-07 20:59:50.116038
1618,927,8,2018-06-28 05:34:41.573989,2018-07-08 14:39:38.463329
1619,347,834,2022-03-24 22:40:31.753803,2022-03-31 17:14:55.931374
1620,39,48,2021-04-25 02:57:24.800324,2021-05-06 17:20:47.604102
1621,108,211,2016-07-17 19:51:11.222930,2016-07-24 18:43:43.888792
1622,798,59,2022-01-22 18:31:54.612943,2022-02-01 21:01:12.580455
1623,735,540,2020-10-13 01:55:27.290362,2020-10-26 20:31:26.822241
1624,294,925,2016-01-30 04:52:23.366766,2016-02-07 04:37:23.312408
1625,46,180,2018-12-31 00:16:43.740662,2019-01-14 01:32:17.316605
1626,932,18,2020-10-22 10:22:08.722692,2020-11-05 18:36:07.588247
1627,315,954,2021-08-02 17:25:25.514882,2021-08-16 22:26:15.935833
1628,826,297,2023-01-07 10:44:50.168765,2023-01-18 22:02:12.254861
1629,326,20,2015-10-05 06:44:57.304247,2015-10-10 12:05:52.189909
1630,98,843,2023-02-10 00:33:39.764865,2023-02-19 03:41:16.907264
1631,332,954,2020-12-18 05:50:53.383589,2020-12-30 20:23:59.583772
1632,9,66,2022-01-25 09:53:13.684444,2022-02-07 16:17:26.181224
1633,577,290,2023-07-15 12:36:08.460642,2023-07-20 20:15:54.995188
1634,762,977,2023-06-02 20:38:24.460818,2023-06-08 21:33:03.096771
1635,381,926,2016-01-28 21:03:47.922225,2016-02-06 06:40:35.902503
1636,311,344,2016-05-13 00:56:57.840610,2016-05-21 15:05:36.329199
1637,773,165,2016-04-18 18:33:24.448117,2016-04-25 13:14:48.110337
1638,4,96,2019-04-17 18:00:50.966672,2019-04-25 03:45:14.052958
1639,236,95,2016-12-04 05:31:30.035829,2016-12-11 16:13:25.757772
1640,104,713,2020-06-02 10:10:57.006667,2020-06-07 00:37:47.688323
1641,986,845,2023-09-08 02:57:23.356578,2023-09-12 09:03:19.995305
1642,77,526,2022-09-13 02:37:49.662220,2022-09-23 23:29:40.012462
1643,850,706,2019-07-11 09:45:47.706898,2019-07-13 10:59:39.452586
1644,909,644,2018-09-14 21:59:46.010691,2018-09-26 15:26:10.169478
1645,335,911,2017-06-27 21:23:08.900648,2017-07-07 09:28:15.095039
1646,486,460,2022-09-06 23:28:22.616150,2022-09-12 14:57:32.515113
1647,510,370,2019-09-28 09:17:21.156376,2019-09-30 11:35:43.309861
1648,558,257,2023-06-30 19:00:11.522725,2023-07-11 13:10:44.028468
1649,324,102,2021-10-14 11:11:12.982666,2021-10-20 18:22:59.405256
1650,484,492,2019-09-22 11:18:54.000742,2019-09-30 13:32:05.080013
1651,651,982,2020-05-15 20:51:44.212010,2020-05-21 22:02:21.205338
1652,254,741,2015-09-01 13:15:37.068942,2015-09-07 06:21:40.086254
1653,486,461,2020-09-09 22:03:15.456221,2020-09-13 07:46:48.801417
1654,38,528,2015-10-04 03:02:34.137573,2015-10-17 23:43:06.662440
1655,35,238,2021-04-21 07:10:10.573434,2021-05-05 02:59:59.368282
1656,432,597,2020-09-08 14:02:27.728421,2020-09-10 05:52:24.860334
1657,561,213,2020-04-14 01:12:28.400030,2020-04-27 21:32:16.984671
1658,524,904,2020-04-04 15:10:00.507119,2020-04-10 12:00:30.295741
1659,694,177,2022-06-13 10:45:59.194272,2022-06-16 16:37:18.121320
1660,525,236,2015-03-12 16:03:51.011746,2015-03-19 20:23:34.617383
1661,246,169,2020-09-10 00:16:45.858826,2020-09-12 20:01:07.562843
1662,814,587,2021-11-23 06:24:59.466474,2021-11-25 02:59:32.021501
1663,713,727,2023-09-03 04:23:51.131176,2023-09-11 06:56:02.537758
1664,30,66,2019-08-18 12:03:36.205682,2019-08-27 02:05:06.851646
1665,681,116,2018-09-25 21:55:17.577002,2018-10-04 02:10:02.755886
1666,58,587,2019-10-14 10:23:56.883717,2019-10-15 16:44:38.684662
1667,722,857,2021-03-13 06:30:39.574210,2021-03-23 10:57:11.284838
1668,456,788,2022-07-24 06:52:51.518442,2022-08-07 04:47:07.331156
1669,32,330,2015-12-08 02:25:33.867638,2015-12-16 04:34:28.879459
1670,516,234,2023-09-06 12:39:38.757126,2023-09-14 23:57:58.499168
1671,202,892,2015-11-04 23:20:26.544898,2015-11-12 09:29:03.259566
1672,546,165,2022-01-21 12:58:36.064104,2022-02-02 07:23:08.288037
1673,75,123,2021-04-13 13:11:26.488833,2021-04-26 07:08:50.628509
1674,460,869,2015-08-06 04:20:20.247647,2015-08-10 08:38:42.157147
1675,341,300,2018-06-22 15:21:13.476409,2018-06-27 05:50:40.893631
1676,681,971,2019-05-02 15:08:21.580019,2019-05-15 20:20:16.655409
1677,606,686,2015-03-21 16:52:09.210676,2015-03-24 19:07:58.850661
1678,120,927,2019-07-31 16:31:13.194759,2019-08-10 23:31:50.721152
1679,987,98,2016-08-14 14:33:15.258645,2016-08-16 15:54:21.293410
1680,752,577,2018-05-20 06:06:49.927076,2018-05-29 02:29:15.946573
1681,973,354,2020-04-19 10:05:30.566874,2020-04-22 10:10:42.213089
1682,27,568,2021-10-25 23:07:20.174971,2021-10-28 15:04:35.181898
1683,675,535,2015-04-03 16:48:26.392748,2015-04-04 06:43:18.995689
1684,882,94,2017-11-11 07:37:49.334205,2017-11-24 05:29:14.016338
1685,192,742,2016-01-13 11:26:36.639229,2016-01-26 21:22:52.620305
1686,308,544,2021-07-08 22:44:04.223870,2021-07-20 13:00:07.416612
1687,961,988,2020-06-21 16:46:43.636762,2020-06-24 08:24:32.449161
1688,781,774,2019-01-23 06:30:20.474865,2019-01-28 01:30:34.716229
1689,781,670,2015-09-30 18:23:08.858079,2015-10-07 07:00:04.506095
1690,288,294,2017-07-27 04:37:18.616225,2017-08-07 16:45:38.885738
1691,174,706,2023-11-24 10:51:41.670769,2023-12-06 21:42:52.898787
1692,369,894,2018-08-15 08:23:12.241816,2018-08-18 22:11:26.011722
1693,82,595,2015-02-07 00:54:00.218349,2015-02-17 06:46:33.215614
1694,853,544,2022-10-14 12:31:42.727247,2022-10-20 00:33:53.458257
